method,data_fraction,seed,emotion,f1,precision,recall
zero_shot_bart,0.0,7,admiration,0.41491085899513774,0.28507795100222716,0.7619047619047619
zero_shot_bart,0.0,7,amusement,0.3716508210890233,0.24076147816349383,0.8143939393939394
zero_shot_bart,0.0,7,anger,0.24395857307249713,0.15797317436661698,0.5353535353535354
zero_shot_bart,0.0,7,annoyance,0.18516930990141447,0.10730253353204174,0.675
zero_shot_bart,0.0,7,approval,0.1734860883797054,0.10728744939271255,0.452991452991453
zero_shot_bart,0.0,7,caring,0.07175257731958763,0.037991266375545854,0.6444444444444445
zero_shot_bart,0.0,7,confusion,0.09801876955161627,0.051762114537444934,0.9215686274509803
zero_shot_bart,0.0,7,curiosity,0.2998477929984779,0.1912621359223301,0.6936619718309859
zero_shot_bart,0.0,7,desire,0.12139917695473251,0.06636670416197975,0.7108433734939759
zero_shot_bart,0.0,7,disappointment,0.11746987951807229,0.06355241716458447,0.7748344370860927
zero_shot_bart,0.0,7,disapproval,0.1550274223034735,0.08589951377633712,0.7940074906367042
zero_shot_bart,0.0,7,disgust,0.1480820695807315,0.08316633266533066,0.6747967479674797
zero_shot_bart,0.0,7,embarrassment,0.03642987249544627,0.01885014137606032,0.5405405405405406
zero_shot_bart,0.0,7,excitement,0.1964735516372796,0.11287988422575977,0.7572815533980582
zero_shot_bart,0.0,7,fear,0.25,0.15454545454545454,0.6538461538461539
zero_shot_bart,0.0,7,gratitude,0.6471251409244645,0.5364485981308411,0.8153409090909091
zero_shot_bart,0.0,7,grief,0.0075046904315197,0.003795066413662239,0.3333333333333333
zero_shot_bart,0.0,7,joy,0.2346368715083799,0.14305177111716622,0.6521739130434783
zero_shot_bart,0.0,7,love,0.4696223316912972,0.38544474393531,0.6008403361344538
zero_shot_bart,0.0,7,nervousness,0.06607929515418502,0.03480278422273782,0.6521739130434783
zero_shot_bart,0.0,7,optimism,0.16870748299319727,0.11293260473588343,0.3333333333333333
zero_shot_bart,0.0,7,pride,0.05263157894736842,0.02727272727272727,0.75
zero_shot_bart,0.0,7,realization,0.078125,0.043547110055423596,0.3793103448275862
zero_shot_bart,0.0,7,relief,0.02093244529019981,0.010576923076923078,1.0
zero_shot_bart,0.0,7,remorse,0.24154589371980675,0.13966480446927373,0.8928571428571429
zero_shot_bart,0.0,7,sadness,0.3204225352112676,0.220873786407767,0.5833333333333334
zero_shot_bart,0.0,7,surprise,0.08909479686386315,0.04690431519699812,0.8865248226950354
zero_shot_bart,0.0,7,neutral,0.04774260508562533,0.32857142857142857,0.02574146614437605
zero_shot_bart,0.0,21,admiration,0.41491085899513774,0.28507795100222716,0.7619047619047619
zero_shot_bart,0.0,21,amusement,0.3716508210890233,0.24076147816349383,0.8143939393939394
zero_shot_bart,0.0,21,anger,0.24395857307249713,0.15797317436661698,0.5353535353535354
zero_shot_bart,0.0,21,annoyance,0.18516930990141447,0.10730253353204174,0.675
zero_shot_bart,0.0,21,approval,0.1734860883797054,0.10728744939271255,0.452991452991453
zero_shot_bart,0.0,21,caring,0.07175257731958763,0.037991266375545854,0.6444444444444445
zero_shot_bart,0.0,21,confusion,0.09801876955161627,0.051762114537444934,0.9215686274509803
zero_shot_bart,0.0,21,curiosity,0.2998477929984779,0.1912621359223301,0.6936619718309859
zero_shot_bart,0.0,21,desire,0.12139917695473251,0.06636670416197975,0.7108433734939759
zero_shot_bart,0.0,21,disappointment,0.11746987951807229,0.06355241716458447,0.7748344370860927
zero_shot_bart,0.0,21,disapproval,0.1550274223034735,0.08589951377633712,0.7940074906367042
zero_shot_bart,0.0,21,disgust,0.1480820695807315,0.08316633266533066,0.6747967479674797
zero_shot_bart,0.0,21,embarrassment,0.03642987249544627,0.01885014137606032,0.5405405405405406
zero_shot_bart,0.0,21,excitement,0.1964735516372796,0.11287988422575977,0.7572815533980582
zero_shot_bart,0.0,21,fear,0.25,0.15454545454545454,0.6538461538461539
zero_shot_bart,0.0,21,gratitude,0.6471251409244645,0.5364485981308411,0.8153409090909091
zero_shot_bart,0.0,21,grief,0.0075046904315197,0.003795066413662239,0.3333333333333333
zero_shot_bart,0.0,21,joy,0.2346368715083799,0.14305177111716622,0.6521739130434783
zero_shot_bart,0.0,21,love,0.4696223316912972,0.38544474393531,0.6008403361344538
zero_shot_bart,0.0,21,nervousness,0.06607929515418502,0.03480278422273782,0.6521739130434783
zero_shot_bart,0.0,21,optimism,0.16870748299319727,0.11293260473588343,0.3333333333333333
zero_shot_bart,0.0,21,pride,0.05263157894736842,0.02727272727272727,0.75
zero_shot_bart,0.0,21,realization,0.078125,0.043547110055423596,0.3793103448275862
zero_shot_bart,0.0,21,relief,0.02093244529019981,0.010576923076923078,1.0
zero_shot_bart,0.0,21,remorse,0.24154589371980675,0.13966480446927373,0.8928571428571429
zero_shot_bart,0.0,21,sadness,0.3204225352112676,0.220873786407767,0.5833333333333334
zero_shot_bart,0.0,21,surprise,0.08909479686386315,0.04690431519699812,0.8865248226950354
zero_shot_bart,0.0,21,neutral,0.04774260508562533,0.32857142857142857,0.02574146614437605
zero_shot_bart,0.0,42,admiration,0.41491085899513774,0.28507795100222716,0.7619047619047619
zero_shot_bart,0.0,42,amusement,0.3716508210890233,0.24076147816349383,0.8143939393939394
zero_shot_bart,0.0,42,anger,0.24395857307249713,0.15797317436661698,0.5353535353535354
zero_shot_bart,0.0,42,annoyance,0.18516930990141447,0.10730253353204174,0.675
zero_shot_bart,0.0,42,approval,0.1734860883797054,0.10728744939271255,0.452991452991453
zero_shot_bart,0.0,42,caring,0.07175257731958763,0.037991266375545854,0.6444444444444445
zero_shot_bart,0.0,42,confusion,0.09801876955161627,0.051762114537444934,0.9215686274509803
zero_shot_bart,0.0,42,curiosity,0.2998477929984779,0.1912621359223301,0.6936619718309859
zero_shot_bart,0.0,42,desire,0.12139917695473251,0.06636670416197975,0.7108433734939759
zero_shot_bart,0.0,42,disappointment,0.11746987951807229,0.06355241716458447,0.7748344370860927
zero_shot_bart,0.0,42,disapproval,0.1550274223034735,0.08589951377633712,0.7940074906367042
zero_shot_bart,0.0,42,disgust,0.1480820695807315,0.08316633266533066,0.6747967479674797
zero_shot_bart,0.0,42,embarrassment,0.03642987249544627,0.01885014137606032,0.5405405405405406
zero_shot_bart,0.0,42,excitement,0.1964735516372796,0.11287988422575977,0.7572815533980582
zero_shot_bart,0.0,42,fear,0.25,0.15454545454545454,0.6538461538461539
zero_shot_bart,0.0,42,gratitude,0.6471251409244645,0.5364485981308411,0.8153409090909091
zero_shot_bart,0.0,42,grief,0.0075046904315197,0.003795066413662239,0.3333333333333333
zero_shot_bart,0.0,42,joy,0.2346368715083799,0.14305177111716622,0.6521739130434783
zero_shot_bart,0.0,42,love,0.4696223316912972,0.38544474393531,0.6008403361344538
zero_shot_bart,0.0,42,nervousness,0.06607929515418502,0.03480278422273782,0.6521739130434783
zero_shot_bart,0.0,42,optimism,0.16870748299319727,0.11293260473588343,0.3333333333333333
zero_shot_bart,0.0,42,pride,0.05263157894736842,0.02727272727272727,0.75
zero_shot_bart,0.0,42,realization,0.078125,0.043547110055423596,0.3793103448275862
zero_shot_bart,0.0,42,relief,0.02093244529019981,0.010576923076923078,1.0
zero_shot_bart,0.0,42,remorse,0.24154589371980675,0.13966480446927373,0.8928571428571429
zero_shot_bart,0.0,42,sadness,0.3204225352112676,0.220873786407767,0.5833333333333334
zero_shot_bart,0.0,42,surprise,0.08909479686386315,0.04690431519699812,0.8865248226950354
zero_shot_bart,0.0,42,neutral,0.04774260508562533,0.32857142857142857,0.02574146614437605
